Product_ID,Category,Current_Price,Competitor_Price,Demand_Level,Season,Day_of_Week,Units_Sold,Stock,Cost_per_Unit,Profit,Price_Diff,Price_Ratio,Price_Demand_Interaction,Log_Current_Price,Log_Competitor_Price
P5354,Toys,957.74,985.08,High,Monsoon,Thursday,95,405,744.2,20286.3,-27.34,0.97,2873.22,6.87,6.89
P5355,Clothing,566.92,1851.96,High,Autumn,Thursday,72,975,328.41,17172.72,-1285.04,0.31,1700.76,6.34,7.52
P5356,Sports,1481.9,1940.47,Medium,Autumn,Wednesday,384,982,797.36,262863.36,-458.57,0.76,2963.8,7.3,7.57
P5357,Beauty,1290.08,1030.01,High,Monsoon,Saturday,487,624,866.96,206059.44,260.07,1.25,3870.24,7.16,6.94
P5358,Toys,1756.23,392.47,Low,Spring,Thursday,48,497,1157.93,28718.4,1363.76,4.47,1756.23,7.47,5.98
P5359,Beauty,211.34,1334.31,High,Summer,Tuesday,348,757,158.72,18311.76,-1122.97,0.16,634.02,5.36,7.2
P5360,Home Appliances,1834.41,1952.1,Low,Winter,Saturday,272,198,1451.79,104072.64,-117.69,0.94,1834.41,7.52,7.58
P5361,Clothing,622.03,1750.69,Low,Autumn,Tuesday,430,427,463.3,68253.9,-1128.66,0.36,622.03,6.43,7.47
P5362,Sports,1006.85,1730.54,High,Monsoon,Friday,431,352,720.74,123313.41,-723.69,0.58,3020.55,6.92,7.46
P5363,Toys,905.29,1870.95,Medium,Autumn,Thursday,95,370,506.64,37871.75,-965.66,0.48,1810.58,6.81,7.53
P5364,Books,1532.61,1793.21,High,Spring,Sunday,233,118,1115.27,97240.22,-260.6,0.85,4597.83,7.34,7.49
P5365,Sports,869.65,1563.75,Low,Winter,Saturday,48,858,532.58,16179.36,-694.1,0.56,869.65,6.77,7.36
P5366,Books,1889.93,1450.63,Low,Spring,Wednesday,208,310,1351.08,112080.8,439.3,1.3,1889.93,7.54,7.28
P5367,Beauty,1809.94,566.3,High,Summer,Saturday,453,377,971.68,379731.78,1243.64,3.2,5429.82,7.5,6.34
P5368,Electronics,1750.71,1261.61,Low,Spring,Sunday,227,264,1360.43,88593.56,489.1,1.39,1750.71,7.47,7.14
P5369,Sports,188.95,1066.9,High,Winter,Friday,409,325,143.46,18605.41,-877.95,0.18,566.85,5.25,6.97
P5370,Beauty,1715.8,1730.79,High,Winter,Tuesday,77,714,887.61,63770.63,-14.99,0.99,5147.4,7.45,7.46
P5371,Books,1574.19,1008.84,Medium,Autumn,Friday,349,80,1111.52,161471.83,565.35,1.56,3148.38,7.36,6.92
P5372,Home Appliances,251.85,299.1,Low,Summer,Monday,219,278,181.1,15494.25,-47.25,0.84,251.85,5.53,5.7
P5373,Home Appliances,259.46,59.7,High,Festival,Thursday,360,855,156.88,36928.8,199.76,4.35,778.38,5.56,4.11
P5374,Electronics,247.27,1371.85,Low,Autumn,Wednesday,81,510,184.9,5051.97,-1124.58,0.18,247.27,5.51,7.22
P5375,Sports,72.1,1122.32,High,Monsoon,Tuesday,37,218,44.74,1012.32,-1050.22,0.06,216.3,4.29,7.02
P5376,Sports,1119.84,695.38,High,Spring,Friday,102,487,758.91,36814.86,424.46,1.61,3359.52,7.02,6.55
P5377,Sports,1948.12,379.5,Medium,Spring,Wednesday,191,185,1281.65,127295.77,1568.62,5.13,3896.24,7.58,5.94
P5378,Beauty,905.44,960.09,High,Winter,Thursday,29,248,615.11,8419.57,-54.65,0.94,2716.32,6.81,6.87
P5379,Clothing,1104.48,245.56,Medium,Monsoon,Sunday,314,902,685.48,131566.0,858.92,4.5,2208.96,7.01,5.51
P5380,Clothing,1937.54,705.41,Low,Winter,Wednesday,253,954,1078.94,217225.8,1232.13,2.75,1937.54,7.57,6.56
P5381,Electronics,547.61,789.46,Medium,Monsoon,Thursday,251,619,275.13,68392.48,-241.85,0.69,1095.22,6.31,6.67
P5382,Sports,1724.02,957.96,Medium,Winter,Thursday,226,868,992.49,165325.78,766.06,1.8,3448.04,7.45,6.87
P5383,Beauty,1115.46,959.91,Low,Festival,Thursday,94,451,591.82,49222.16,155.55,1.16,1115.46,7.02,6.87
P5384,Home Appliances,1160.48,551.16,Medium,Festival,Friday,415,610,908.52,104563.4,609.32,2.11,2320.96,7.06,6.31
P5385,Books,719.19,1707.91,Medium,Autumn,Sunday,86,773,522.09,16950.6,-988.72,0.42,1438.38,6.58,7.44
P5386,Beauty,1145.09,743.31,High,Festival,Thursday,110,501,648.28,54649.1,401.78,1.54,3435.27,7.04,6.61
P5387,Clothing,192.63,497.7,Medium,Monsoon,Wednesday,217,108,117.16,16376.99,-305.07,0.39,385.26,5.27,6.21
P5388,Clothing,1541.05,392.83,High,Winter,Sunday,196,338,1048.22,96594.68,1148.22,3.92,4623.15,7.34,5.98
P5389,Home Appliances,605.14,679.03,Medium,Monsoon,Monday,483,335,477.45,61674.27,-73.89,0.89,1210.28,6.41,6.52
P5390,Home Appliances,1780.84,181.73,Low,Autumn,Wednesday,297,454,1348.16,128505.96,1599.11,9.8,1780.84,7.49,5.21
P5391,Books,767.31,114.17,Low,Autumn,Friday,434,675,408.19,155858.08,653.14,6.72,767.31,6.64,4.75
P5392,Home Appliances,328.51,1230.03,Medium,Summer,Thursday,44,304,246.18,3622.52,-901.52,0.27,657.02,5.8,7.12
P5393,Electronics,1406.97,1257.34,High,Festival,Sunday,393,451,705.89,275524.44,149.63,1.12,4220.91,7.25,7.14
P5394,Books,370.93,1082.7,Medium,Spring,Monday,443,804,188.54,80798.77,-711.77,0.34,741.86,5.92,6.99
P5395,Home Appliances,1519.68,1536.46,High,Spring,Friday,90,817,927.32,53312.4,-16.78,0.99,4559.04,7.33,7.34
P5396,Toys,1937.82,126.34,Medium,Summer,Tuesday,475,900,1069.99,412219.25,1811.48,15.34,3875.64,7.57,4.85
P5397,Beauty,1570.13,1875.15,Low,Winter,Tuesday,155,40,861.02,109912.05,-305.02,0.84,1570.13,7.36,7.54
P5398,Home Appliances,93.78,235.38,Low,Summer,Tuesday,466,140,51.29,19800.34,-141.6,0.4,93.78,4.55,5.47
P5399,Electronics,1219.78,1364.34,High,Winter,Monday,478,737,631.98,280968.4,-144.56,0.89,3659.34,7.11,7.22
P5400,Sports,1406.05,310.12,Medium,Festival,Sunday,109,536,815.89,64327.44,1095.93,4.53,2812.1,7.25,5.74
P5401,Home Appliances,1659.64,1765.82,High,Festival,Wednesday,59,447,1099.76,33032.92,-106.18,0.94,4978.92,7.41,7.48
P5402,Clothing,159.2,1045.89,Low,Autumn,Monday,110,335,112.26,5163.4,-886.69,0.15,159.2,5.08,6.95
P5403,Clothing,986.21,210.47,High,Autumn,Sunday,479,276,541.34,213092.73,775.74,4.69,2958.63,6.89,5.35
P5404,Clothing,1093.97,1252.61,Medium,Autumn,Monday,106,295,558.92,56715.3,-158.64,0.87,2187.94,7.0,7.13
P5405,Sports,379.79,67.76,High,Autumn,Sunday,387,300,219.9,61877.43,312.03,5.6,1139.37,5.94,4.23
P5406,Clothing,678.78,1563.24,Medium,Spring,Monday,221,377,481.87,43517.11,-884.46,0.43,1357.56,6.52,7.36
P5407,Toys,908.43,1318.64,Medium,Autumn,Tuesday,263,495,553.33,93391.3,-410.21,0.69,1816.86,6.81,7.19
P5408,Home Appliances,1674.76,464.62,Low,Autumn,Saturday,82,564,1207.55,38311.22,1210.14,3.6,1674.76,7.42,6.14
P5409,Clothing,1862.34,780.76,Medium,Autumn,Sunday,272,966,1185.93,183983.52,1081.58,2.39,3724.68,7.53,6.66
P5410,Books,1275.42,65.22,Medium,Winter,Sunday,49,177,637.73,31246.81,1210.2,19.56,2550.84,7.15,4.19
P5411,Sports,820.14,1402.68,Medium,Monsoon,Sunday,377,870,529.52,109563.74,-582.54,0.58,1640.28,6.71,7.25
P5412,Toys,545.36,679.2,High,Autumn,Wednesday,32,480,401.67,4598.08,-133.84,0.8,1636.08,6.3,6.52
P5413,Books,1965.16,1164.6,Low,Summer,Saturday,486,947,1566.96,193525.2,800.56,1.69,1965.16,7.58,7.06
P5414,Books,1966.89,1915.62,High,Autumn,Saturday,89,776,1066.92,80097.33,51.27,1.03,5900.67,7.58,7.56
P5415,Books,1853.71,633.96,High,Autumn,Monday,428,179,973.29,376819.76,1219.75,2.92,5561.13,7.53,6.45
P5416,Books,1582.05,1980.96,Low,Spring,Wednesday,480,896,1120.06,221755.2,-398.91,0.8,1582.05,7.37,7.59
P5417,Home Appliances,685.27,1283.82,High,Monsoon,Saturday,19,780,423.73,4969.26,-598.55,0.53,2055.81,6.53,7.16
P5418,Clothing,1643.15,522.07,High,Autumn,Thursday,3,355,875.97,2301.54,1121.08,3.15,4929.45,7.4,6.26
P5419,Beauty,847.15,901.72,Medium,Monsoon,Monday,378,87,549.98,112330.26,-54.57,0.94,1694.3,6.74,6.81
P5420,Home Appliances,687.21,1493.88,High,Winter,Monday,60,860,433.53,15220.8,-806.67,0.46,2061.63,6.53,7.31
P5421,Home Appliances,1502.49,920.63,Low,Festival,Monday,419,94,943.97,234019.88,581.86,1.63,1502.49,7.32,6.83
P5422,Toys,205.33,183.59,High,Monsoon,Thursday,242,901,104.84,24318.58,21.74,1.12,615.99,5.33,5.22
P5423,Toys,144.7,378.78,Medium,Monsoon,Thursday,29,670,84.1,1757.4,-234.08,0.38,289.4,4.98,5.94
P5424,Clothing,923.51,1593.03,High,Autumn,Tuesday,75,210,634.18,21699.75,-669.52,0.58,2770.53,6.83,7.37
P5425,Beauty,919.0,1314.33,Low,Autumn,Friday,70,598,657.21,18325.3,-395.33,0.7,919.0,6.82,7.18
P5426,Toys,1796.51,1161.16,Medium,Autumn,Wednesday,83,370,1140.95,54411.48,635.35,1.55,3593.02,7.49,7.06
P5427,Clothing,296.0,376.86,High,Spring,Friday,357,771,155.87,50026.41,-80.86,0.79,888.0,5.69,5.93
P5428,Clothing,290.4,1683.63,Low,Festival,Monday,173,574,219.18,12321.06,-1393.23,0.17,290.4,5.67,7.43
P5429,Electronics,337.53,1923.44,Low,Spring,Saturday,411,821,222.73,47182.8,-1585.91,0.18,337.53,5.82,7.56
P5430,Beauty,107.99,129.73,High,Spring,Monday,197,311,58.38,9773.17,-21.74,0.83,323.97,4.69,4.87
P5431,Toys,189.88,202.16,High,Spring,Saturday,346,302,111.92,26974.16,-12.28,0.94,569.64,5.25,5.31
P5432,Beauty,1336.75,1775.21,Medium,Winter,Tuesday,419,303,1033.0,127271.25,-438.46,0.75,2673.5,7.2,7.48
P5433,Home Appliances,891.59,1640.33,High,Festival,Sunday,147,118,580.71,45699.36,-748.74,0.54,2674.77,6.79,7.4
P5434,Home Appliances,1539.03,1254.97,Medium,Winter,Friday,273,374,1009.66,144518.01,284.06,1.23,3078.06,7.34,7.14
P5435,Beauty,1985.57,1892.68,High,Winter,Sunday,35,609,1534.75,15778.7,92.89,1.05,5956.71,7.59,7.55
P5436,Electronics,1335.12,1310.54,Low,Festival,Sunday,495,687,990.81,170433.45,24.58,1.02,1335.12,7.2,7.18
P5437,Electronics,148.39,471.17,Low,Winter,Monday,113,503,95.36,5992.39,-322.78,0.31,148.39,5.01,6.16
P5438,Beauty,253.9,1470.85,Low,Festival,Friday,461,276,136.62,54066.08,-1216.95,0.17,253.9,5.54,7.29
P5439,Toys,1767.96,1309.14,Low,Monsoon,Tuesday,206,102,1018.93,154300.18,458.82,1.35,1767.96,7.48,7.18
P5440,Sports,1078.62,1972.2,Medium,Monsoon,Friday,158,694,682.45,62594.86,-893.58,0.55,2157.24,6.98,7.59
P5441,Electronics,1658.43,467.1,Low,Autumn,Saturday,253,73,1217.87,111461.68,1191.33,3.55,1658.43,7.41,6.15
P5442,Books,1720.39,1215.88,Medium,Spring,Wednesday,122,437,1258.32,56372.54,504.51,1.41,3440.78,7.45,7.1
P5443,Home Appliances,1858.97,1571.33,Medium,Monsoon,Sunday,48,647,1383.8,22808.16,287.64,1.18,3717.94,7.53,7.36
P5444,Beauty,1902.17,711.02,Medium,Monsoon,Tuesday,185,377,1160.25,137255.2,1191.15,2.68,3804.34,7.55,6.57
P5445,Books,1131.91,790.38,High,Winter,Friday,491,751,738.76,193036.65,341.53,1.43,3395.73,7.03,6.67
P5446,Beauty,714.99,1781.41,Medium,Festival,Monday,273,114,371.29,93830.1,-1066.42,0.4,1429.98,6.57,7.49
P5447,Clothing,1925.64,838.18,High,Summer,Thursday,101,218,1385.47,54557.17,1087.46,2.3,5776.92,7.56,6.73
P5448,Home Appliances,1117.44,1268.23,Medium,Winter,Thursday,15,583,722.08,5930.4,-150.79,0.88,2234.88,7.02,7.15
P5449,Home Appliances,175.29,1784.01,High,Winter,Tuesday,128,761,106.3,8830.72,-1608.72,0.1,525.87,5.17,7.49
P5450,Electronics,1303.41,459.16,High,Festival,Thursday,210,483,937.51,76839.0,844.25,2.84,3910.23,7.17,6.13
P5451,Electronics,1195.99,1964.66,Low,Summer,Wednesday,112,70,713.03,54091.52,-768.67,0.61,1195.99,7.09,7.58
P5452,Books,1796.8,1418.81,Medium,Summer,Tuesday,270,355,1257.44,145627.2,377.99,1.27,3593.6,7.49,7.26
P5453,Clothing,1323.72,1017.44,High,Autumn,Monday,142,21,993.83,46844.38,306.28,1.3,3971.16,7.19,6.93
P5454,Beauty,730.65,890.3,Low,Winter,Monday,173,475,475.77,44094.24,-159.65,0.82,730.65,6.6,6.79
P5455,Clothing,1934.14,1911.01,Medium,Spring,Tuesday,353,658,1392.82,191085.96,23.13,1.01,3868.28,7.57,7.56
P5456,Home Appliances,1613.16,451.16,Low,Monsoon,Thursday,166,204,1079.06,88660.6,1162.0,3.58,1613.16,7.39,6.11
P5457,Books,1279.31,657.78,High,Winter,Thursday,447,83,642.79,284524.44,621.53,1.94,3837.93,7.15,6.49
P5458,Sports,621.2,650.2,Low,Spring,Monday,119,884,401.22,26177.62,-29.0,0.96,621.2,6.43,6.48
P5459,Books,778.4,613.56,Low,Spring,Wednesday,203,395,587.72,38708.04,164.84,1.27,778.4,6.66,6.42
P5460,Toys,1356.44,963.65,Medium,Festival,Saturday,11,145,930.39,4686.55,392.79,1.41,2712.88,7.21,6.87
P5461,Books,190.36,1978.9,High,Winter,Thursday,249,893,149.83,10091.97,-1788.54,0.1,571.08,5.25,7.59
P5462,Clothing,550.53,1783.13,Medium,Festival,Wednesday,304,564,320.42,69953.44,-1232.6,0.31,1101.06,6.31,7.49
P5463,Toys,1442.11,689.5,Medium,Autumn,Sunday,248,923,1101.61,84444.0,752.61,2.09,2884.22,7.27,6.54
P5464,Toys,986.04,874.6,Low,Spring,Thursday,154,445,522.18,71434.44,111.44,1.13,986.04,6.89,6.77
P5465,Toys,834.67,1355.49,High,Summer,Saturday,323,48,648.06,60275.03,-520.82,0.62,2504.01,6.73,7.21
P5466,Sports,345.34,83.45,Medium,Spring,Tuesday,25,552,229.43,2897.75,261.89,4.14,690.68,5.85,4.44
P5467,Books,911.61,1649.3,High,Autumn,Friday,465,663,480.47,200480.1,-737.69,0.55,2734.83,6.82,7.41
P5468,Clothing,1552.85,1765.61,Medium,Spring,Monday,445,329,1094.12,204134.85,-212.76,0.88,3105.7,7.35,7.48
P5469,Books,564.83,1721.54,Low,Festival,Tuesday,342,880,356.56,71228.34,-1156.71,0.33,564.83,6.34,7.45
P5470,Sports,60.53,781.36,Medium,Winter,Thursday,221,874,32.88,6110.65,-720.83,0.08,121.06,4.12,6.66
P5471,Home Appliances,1353.58,950.9,Medium,Summer,Saturday,110,998,971.63,42014.5,402.68,1.42,2707.16,7.21,6.86
P5472,Electronics,1946.62,74.16,Medium,Festival,Monday,410,565,1449.85,203675.7,1872.46,26.25,3893.24,7.57,4.32
P5473,Clothing,1233.31,828.82,High,Monsoon,Friday,418,709,701.09,222467.96,404.49,1.49,3699.93,7.12,6.72
P5474,Clothing,283.85,947.83,Low,Winter,Friday,90,362,207.66,6857.1,-663.98,0.3,283.85,5.65,6.86
P5475,Books,675.43,1818.6,High,Summer,Saturday,265,523,453.5,58811.45,-1143.17,0.37,2026.29,6.52,7.51
P5476,Electronics,1741.9,1793.28,Medium,Autumn,Saturday,40,492,1351.93,15598.8,-51.38,0.97,3483.8,7.46,7.49
P5477,Beauty,503.51,1933.89,Low,Spring,Thursday,459,425,401.69,46735.38,-1430.38,0.26,503.51,6.22,7.57
P5478,Beauty,1235.01,1775.95,High,Summer,Monday,263,813,915.91,83923.3,-540.94,0.7,3705.03,7.12,7.48
P5479,Sports,835.21,65.99,Medium,Monsoon,Sunday,158,832,555.46,44200.5,769.22,12.66,1670.42,6.73,4.2
P5480,Beauty,455.3,1300.85,Low,Autumn,Sunday,118,379,336.05,14071.5,-845.55,0.35,455.3,6.12,7.17
P5481,Clothing,1636.14,183.06,Low,Winter,Thursday,450,352,1248.38,174492.0,1453.08,8.94,1636.14,7.4,5.22
P5482,Beauty,1498.52,581.56,Medium,Summer,Friday,256,968,1049.79,114874.88,916.96,2.58,2997.04,7.31,6.37
P5483,Home Appliances,1340.1,1177.7,Low,Autumn,Tuesday,414,334,758.0,240989.4,162.4,1.14,1340.1,7.2,7.07
P5484,Home Appliances,510.86,1416.2,Low,Winter,Tuesday,196,376,334.41,34584.2,-905.34,0.36,510.86,6.24,7.26
P5485,Home Appliances,240.82,1326.53,High,Festival,Wednesday,314,345,192.37,15213.3,-1085.71,0.18,722.46,5.49,7.19
P5486,Beauty,1173.51,145.66,Low,Spring,Friday,311,305,776.9,123345.71,1027.85,8.06,1173.51,7.07,4.99
P5487,Sports,1129.67,252.03,High,Autumn,Sunday,14,33,852.43,3881.36,877.64,4.48,3389.01,7.03,5.53
P5488,Toys,417.35,300.74,High,Festival,Sunday,461,894,273.32,66397.83,116.61,1.39,1252.05,6.04,5.71
P5489,Toys,159.68,228.26,High,Monsoon,Friday,118,451,104.67,6491.18,-68.58,0.7,479.04,5.08,5.43
P5490,Electronics,207.38,397.56,High,Monsoon,Thursday,217,113,144.87,13564.67,-190.18,0.52,622.14,5.34,5.99
P5491,Toys,1985.9,1392.55,Low,Winter,Wednesday,205,421,1046.07,192665.15,593.35,1.43,1985.9,7.59,7.24
P5492,Toys,1577.99,1670.13,Low,Summer,Saturday,77,583,807.34,59340.05,-92.14,0.94,1577.99,7.36,7.42
P5493,Home Appliances,1847.88,847.19,High,Spring,Wednesday,421,674,1375.18,199006.7,1000.69,2.18,5543.64,7.52,6.74
P5494,Home Appliances,430.36,1400.92,Low,Winter,Monday,380,784,282.27,56274.2,-970.56,0.31,430.36,6.07,7.25
P5495,Beauty,1923.11,440.03,High,Autumn,Thursday,172,303,1374.63,94338.56,1483.08,4.37,5769.33,7.56,6.09
P5496,Electronics,328.18,1947.9,High,Spring,Saturday,390,976,184.53,56023.5,-1619.72,0.17,984.54,5.8,7.58
P5497,Books,1042.71,732.5,High,Festival,Saturday,26,896,592.81,11697.4,310.21,1.42,3128.13,6.95,6.6
P5498,Clothing,1667.91,1699.44,Medium,Spring,Sunday,128,252,1161.33,64842.24,-31.53,0.98,3335.82,7.42,7.44
P5499,Electronics,732.12,1893.46,Low,Festival,Tuesday,374,351,375.86,133241.24,-1161.34,0.39,732.12,6.6,7.55
P5500,Electronics,878.42,1736.19,Low,Winter,Monday,142,863,538.35,48289.94,-857.77,0.51,878.42,6.78,7.46
P5501,Sports,299.96,180.78,High,Summer,Wednesday,392,868,158.33,55518.96,119.18,1.66,899.88,5.71,5.2
P5502,Beauty,289.7,1318.1,Low,Monsoon,Tuesday,24,642,189.17,2412.72,-1028.4,0.22,289.7,5.67,7.18
P5503,Sports,1258.16,284.18,High,Spring,Friday,470,874,870.87,182026.3,973.98,4.43,3774.48,7.14,5.65
P5504,Electronics,1367.29,61.04,Low,Summer,Thursday,232,182,762.8,140241.68,1306.25,22.4,1367.29,7.22,4.13
P5505,Electronics,1565.8,150.98,High,Summer,Wednesday,423,425,932.95,267695.55,1414.82,10.37,4697.4,7.36,5.02
P5506,Electronics,1135.53,1836.49,High,Monsoon,Friday,177,112,824.46,55059.39,-700.96,0.62,3406.59,7.04,7.52
P5507,Toys,1309.23,1821.5,Medium,Spring,Saturday,341,169,887.3,143878.13,-512.27,0.72,2618.46,7.18,7.51
P5508,Clothing,76.36,490.36,High,Spring,Sunday,235,266,47.27,6836.15,-414.0,0.16,229.08,4.35,6.2
P5509,Clothing,366.23,1116.77,Medium,Summer,Wednesday,319,723,278.27,28059.24,-750.54,0.33,732.46,5.91,7.02
P5510,Sports,1970.58,1912.31,Low,Autumn,Tuesday,26,566,1435.88,13902.2,58.27,1.03,1970.58,7.59,7.56
P5511,Electronics,198.19,1018.58,Low,Autumn,Monday,266,585,107.15,24216.64,-820.39,0.19,198.19,5.29,6.93
P5512,Clothing,1373.64,817.48,Medium,Spring,Tuesday,461,205,818.07,256117.77,556.16,1.68,2747.28,7.23,6.71
P5513,Home Appliances,393.36,992.33,Low,Summer,Thursday,362,998,232.41,58263.9,-598.97,0.4,393.36,5.98,6.9
P5514,Clothing,1447.6,1590.92,Medium,Summer,Sunday,117,400,757.59,80731.17,-143.32,0.91,2895.2,7.28,7.37
P5515,Beauty,1426.68,980.69,Low,Winter,Thursday,58,943,762.48,38523.6,445.99,1.45,1426.68,7.26,6.89
P5516,Beauty,506.69,1577.39,Medium,Summer,Wednesday,270,79,377.15,34975.8,-1070.7,0.32,1013.38,6.23,7.36
P5517,Clothing,575.79,891.81,Medium,Monsoon,Tuesday,329,702,356.01,72307.62,-316.02,0.65,1151.58,6.36,6.79
P5518,Home Appliances,1326.8,541.41,High,Autumn,Monday,455,852,741.9,266129.5,785.39,2.45,3980.4,7.19,6.3
P5519,Beauty,810.67,686.62,Low,Winter,Saturday,295,256,624.17,55017.5,124.05,1.18,810.67,6.7,6.53
P5520,Toys,429.37,201.76,High,Monsoon,Thursday,122,338,329.42,12193.9,227.61,2.13,1288.11,6.06,5.31
P5521,Clothing,1476.78,1019.89,Medium,Autumn,Monday,159,167,742.45,116758.47,456.89,1.45,2953.56,7.3,6.93
P5522,Toys,350.59,338.82,High,Monsoon,Friday,178,927,175.9,31094.82,11.77,1.03,1051.77,5.86,5.83
P5523,Clothing,1718.51,1632.52,Medium,Festival,Wednesday,144,707,1189.35,76199.04,85.99,1.05,3437.02,7.45,7.4
P5524,Books,1053.61,870.15,Low,Spring,Monday,328,752,552.14,164482.16,183.46,1.21,1053.61,6.96,6.77
P5525,Books,256.12,1541.75,Low,Festival,Wednesday,368,594,203.1,19511.36,-1285.63,0.17,256.12,5.55,7.34
P5526,Books,1403.44,1911.2,Low,Spring,Friday,307,64,1079.98,99302.22,-507.76,0.73,1403.44,7.25,7.56
P5527,Beauty,1062.37,1706.48,Medium,Autumn,Monday,399,495,673.9,154999.53,-644.11,0.62,2124.74,6.97,7.44
P5528,Toys,631.21,1905.35,High,Autumn,Sunday,89,252,403.87,20233.26,-1274.14,0.33,1893.63,6.45,7.55
P5529,Toys,873.95,1157.48,Low,Festival,Monday,239,823,501.93,88912.78,-283.53,0.76,873.95,6.77,7.05
P5530,Toys,631.76,372.38,Medium,Monsoon,Saturday,38,362,440.41,7271.3,259.38,1.7,1263.52,6.45,5.92
P5531,Home Appliances,562.9,1874.02,High,Spring,Friday,361,419,404.68,57117.42,-1311.12,0.3,1688.7,6.33,7.54
P5532,Toys,369.04,1743.58,Medium,Spring,Sunday,79,969,272.21,7649.57,-1374.54,0.21,738.08,5.91,7.46
P5533,Home Appliances,757.4,1735.61,Medium,Winter,Sunday,345,985,573.23,63538.65,-978.21,0.44,1514.8,6.63,7.46
P5534,Books,539.43,1401.89,Low,Summer,Tuesday,327,914,277.73,85575.9,-862.46,0.38,539.43,6.29,7.25
P5535,Books,1382.7,1268.59,Medium,Monsoon,Monday,346,736,1016.77,126611.78,114.11,1.09,2765.4,7.23,7.15
P5536,Beauty,1383.56,78.71,Medium,Monsoon,Saturday,252,24,1041.73,86141.16,1304.85,17.58,2767.12,7.23,4.38
P5537,Clothing,1028.59,1508.71,High,Winter,Monday,328,156,796.4,76158.32,-480.12,0.68,3085.77,6.94,7.32
P5538,Books,1566.99,228.49,Low,Autumn,Saturday,466,499,939.57,292377.72,1338.5,6.86,1566.99,7.36,5.44
P5539,Clothing,1690.61,556.51,Medium,Festival,Sunday,149,665,927.06,113768.95,1134.1,3.04,3381.22,7.43,6.32
P5540,Clothing,1180.54,1125.41,Medium,Monsoon,Thursday,16,34,829.34,5619.2,55.13,1.05,2361.08,7.07,7.03
P5541,Beauty,1256.92,930.88,High,Spring,Sunday,367,620,744.0,188241.64,326.04,1.35,3770.76,7.14,6.84
P5542,Electronics,601.63,80.76,Medium,Winter,Tuesday,323,700,427.58,56218.15,520.87,7.45,1203.26,6.4,4.4
P5543,Electronics,1794.99,1656.77,Medium,Festival,Monday,321,342,943.71,273260.88,138.22,1.08,3589.98,7.49,7.41
P5544,Sports,97.2,1763.66,Medium,Festival,Friday,269,183,64.33,8842.03,-1666.46,0.06,194.4,4.59,7.48
P5545,Beauty,729.77,1379.65,Medium,Monsoon,Wednesday,118,784,551.01,21093.68,-649.88,0.53,1459.54,6.59,7.23
P5546,Sports,1457.51,1105.08,Medium,Summer,Friday,192,299,1083.32,71844.48,352.43,1.32,2915.02,7.29,7.01
P5547,Sports,206.17,1923.44,High,Spring,Tuesday,317,579,107.25,31357.64,-1717.27,0.11,618.51,5.33,7.56
P5548,Electronics,407.18,283.91,Medium,Festival,Thursday,288,855,299.34,31057.92,123.27,1.43,814.36,6.01,5.65
P5549,Beauty,1199.11,1488.92,Medium,Spring,Thursday,396,800,745.9,179471.16,-289.81,0.81,2398.22,7.09,7.31
P5550,Electronics,1141.99,300.3,Medium,Monsoon,Thursday,351,928,658.04,169866.45,841.69,3.8,2283.98,7.04,5.71
P5551,Sports,1490.91,794.6,Medium,Winter,Saturday,297,154,760.95,216798.12,696.31,1.88,2981.82,7.31,6.68
P5552,Beauty,1634.59,1191.69,Low,Festival,Friday,194,918,1213.56,81679.82,442.9,1.37,1634.59,7.4,7.08
P5553,Sports,300.73,1487.32,Low,Monsoon,Wednesday,489,131,231.64,33785.01,-1186.59,0.2,300.73,5.71,7.31
P5554,Toys,85.84,57.25,Low,Festival,Sunday,392,36,58.19,10838.8,28.59,1.5,85.84,4.46,4.06
P5555,Clothing,1394.8,558.17,Low,Winter,Sunday,443,75,1082.04,138552.68,836.63,2.5,1394.8,7.24,6.33
P5556,Beauty,637.71,1099.49,High,Spring,Wednesday,281,110,436.05,56666.46,-461.78,0.58,1913.13,6.46,7.0
P5557,Beauty,1270.67,1089.1,Low,Spring,Sunday,389,935,760.85,198319.98,181.57,1.17,1270.67,7.15,6.99
P5558,Clothing,343.56,1293.37,High,Festival,Saturday,301,397,265.55,23481.01,-949.81,0.27,1030.68,5.84,7.17
P5559,Sports,964.63,642.51,Low,Monsoon,Monday,386,103,534.38,166076.5,322.12,1.5,964.63,6.87,6.47
P5560,Toys,1033.63,1104.03,High,Winter,Saturday,426,76,721.29,133056.84,-70.4,0.94,3100.89,6.94,7.01
P5561,Home Appliances,1190.9,420.08,Low,Autumn,Wednesday,250,259,747.0,110975.0,770.82,2.83,1190.9,7.08,6.04
P5562,Clothing,1050.68,414.4,Medium,Spring,Wednesday,422,151,630.75,177210.46,636.28,2.54,2101.36,6.96,6.03
P5563,Electronics,1016.6,1174.3,Low,Autumn,Monday,231,276,658.08,82818.12,-157.7,0.87,1016.6,6.93,7.07
P5564,Sports,698.83,1386.67,Low,Festival,Friday,3,561,373.83,975.0,-687.84,0.5,698.83,6.55,7.24
P5565,Clothing,188.8,284.78,Low,Autumn,Friday,174,224,97.91,15814.86,-95.98,0.66,188.8,5.25,5.66
P5566,Clothing,224.56,289.44,Medium,Monsoon,Tuesday,240,498,157.13,16183.2,-64.88,0.78,449.12,5.42,5.67
